SAN VALENTIN,2017-03-20 16:15:45.000+0000,54c24e00-0a8f-11e6-86b1-210704a2a273,"{'en': 'Rukdgfbhpgi', 'es': 'Yzopqkctwxxhk', 'fr': 'Xsgysugukf'}",24.26,azcdfias.jpg
SAN VALENTIN,2017-03-15 03:01:21.000+0000,8dba0580-7855-11e5-bf0a-c4d5c4ea4ddd,"{'en': 'Fwpcsujfr', 'es': 'Uyafsp', 'fr': 'Yfzkhkvcj'}",28.45,sbvswp.jpg
SAN VALENTIN,2016-12-17 10:03:55.000+0000,d50bd880-2220-11e6-b3f6-fbdb914f96d8,"{'en': 'Appglx', 'es': 'Cdkojylw', 'fr': 'Yvhriyk'}",45.10,zfpkkyaisro.jpg
SAN VALENTIN,2016-12-05 12:17:50.000+0000,b2098a80-c17d-11e4-b554-7eee90f74c0d,"{'en': 'Eocepeap', 'es': 'Csrtzrdovgys', 'fr': 'Zslcthfdexmg'}",26.84,oxbpzit.jpg
SAN VALENTIN,2016-06-24 14:46:39.000+0000,c8030580-1953-11e6-878e-2e3f1a130028,"{'en': 'Vvjkkavslb', 'es': 'Gebuiyzcy', 'fr': 'Wxfbqz'}",27.04,guciqqjy.jpg
SAN VALENTIN,2016-06-10 20:34:12.000+0000,054d7c00-108f-11e5-b0bb-ad0f9bbf48fc,"{'en': 'Ubvwiyhh', 'es': 'Usyypyyjknpln', 'fr': 'Nztllq'}",39.22,wfqjxw.jpg
SAN VALENTIN,2016-06-08 18:20:17.000+0000,2f1beb80-d501-11e4-b7d8-3210c009407d,"{'en': 'Uayqdeqnrfqb', 'es': 'Ngygaruccvpcv', 'fr': 'Memauh'}",20.57,prbfegqatxdf.jpg
SAN VALENTIN,2016-05-08 02:08:10.000+0000,77d46880-072d-11e5-83f8-b22ab9ace9d2,"{'en': 'Tdfobnulfd', 'es': 'Wkdqgdljhgjip', 'fr': 'Vqmrouwkploi'}",38.36,edxpzjadjnai.jpg
SAN VALENTIN,2016-04-26 04:52:00.000+0000,a93c4980-6d5f-11e6-9083-0bba6972236f,"{'en': 'Lhsamwhoi', 'es': 'Ygarsybuzzd', 'fr': 'Xjpuojfgz'}",13.32,icamezdmbasn.jpg
SAN VALENTIN,2016-04-23 12:51:41.000+0000,5c9e8500-b9c4-11e6-a278-ebac169b741b,"{'en': 'Efullb', 'es': 'Oujdqwmoz', 'fr': 'Amvmirjqutfz'}",13.70,truxdzovej.jpg
SAN VALENTIN,2015-11-23 03:56:07.000+0000,c3a00200-1c46-11e5-8cfc-52fd3d828e1f,"{'en': 'Nustukf', 'es': 'Elqxeomwlf', 'fr': 'Qwauljb'}",37.68,loileuf.jpg
SAN VALENTIN,2015-08-29 11:55:58.000+0000,8fa22d80-5a51-11e6-bec5-250a623d7835,"{'en': 'Bujodfonnokai', 'es': 'Hffpgo', 'fr': 'Hxnfrnbtcesm'}",36.11,cwloref.jpg
SAN VALENTIN,2015-08-06 00:03:12.000+0000,8b1f3900-e5c7-11e5-861e-f2fd547b8298,"{'en': 'Lmdwflzcm', 'es': 'Ogwoslrghwj', 'fr': 'Txdzqgtonuwde'}",24.51,ysnqtgb.jpg
SAN VALENTIN,2015-05-10 02:35:28.000+0000,cc4f4580-c063-11e4-8fee-bb83bce6af3c,"{'en': 'Nhrvfyopgraj', 'es': 'Ufvaer', 'fr': 'Nhoniscaimgy'}",33.90,khxtutbv.jpg
REBAJAS,2017-03-29 23:26:19.000+0000,79bfd100-6a2f-11e6-9ad7-93bb5a51ead3,"{'en': 'Wuszpdt', 'es': 'Alsvuvv', 'fr': 'Icsiiwbdcwyss'}",34.55,hfqyo.jpg
REBAJAS,2017-02-27 14:49:33.000+0000,b2254300-1386-11e5-8be3-4b11c68ded7a,"{'en': 'Tbnwbxqrtulp', 'es': 'Tifuqy', 'fr': 'Knrlfvkvo'}",17.25,nzrouqytckk.jpg
REBAJAS,2017-02-06 04:19:53.000+0000,30007f00-66ed-11e6-857f-3a519f95dce1,"{'en': 'Kmctoyhtuwwze', 'es': 'Hyrmxblgqs', 'fr': 'Iftqkei'}",32.85,rypegqaqbip.jpg
REBAJAS,2016-12-15 16:21:05.000+0000,d1932480-ad48-11e5-b39e-9e460d6e05d3,"{'en': 'Ndtayqp', 'es': 'Mahmscui', 'fr': 'Mzvnjw'}",25.33,bhtistcb.jpg
REBAJAS,2016-10-24 13:16:48.000+0000,3f7a5b80-18a6-11e6-8950-a5a91d550621,"{'en': 'Bblxijit', 'es': 'Rrjadew', 'fr': 'Kajoqrcpquqyi'}",17.09,lijygasgpufw.jpg
REBAJAS,2015-12-31 21:23:49.000+0000,8f70b800-ead9-11e5-879a-67118684befd,"{'en': 'Eocobcedrgrmr', 'es': 'Gagrlgeffhzfr', 'fr': 'Ulamovbntz'}",42.86,rbbso.jpg
REBAJAS,2015-09-02 04:26:12.000+0000,89f1c700-ed92-11e5-b32a-95e53011b70b,"{'en': 'Phxjwg', 'es': 'Aguhexqwxnoq', 'fr': 'Tlnvhqgr'}",30.76,jaoawrwc.jpg
REBAJAS,2015-08-02 21:09:49.000+0000,31caee80-4e72-11e6-9fbd-36023c580c58,"{'en': 'Nodcyrbr', 'es': 'Seczciohlvj', 'fr': 'Ybxdyjwdsrqch'}",19.57,zqlaxm.jpg
REBAJAS,2015-06-22 17:36:45.000+0000,a3664f80-77c6-11e6-adb6-8faffaff5d86,"{'en': 'Nbtckylxgqb', 'es': 'Bspmgvh', 'fr': 'Xfsbyilw'}",15.14,lrzcrv.jpg
REBAJAS,2015-04-01 10:53:17.000+0000,6c5f3380-7993-11e5-a7c5-81772d310f76,"{'en': 'Lpctmqxdu', 'es': 'Uqeqpt', 'fr': 'Cwzebiekwo'}",40.01,ojlwwrh.jpg
REBAJAS,2015-03-02 19:48:01.000+0000,60f18c80-1509-11e5-b328-c8e2e0b2be5f,"{'en': 'Xhazxdpxm', 'es': 'Sgbzzqnp', 'fr': 'Zeywvs'}",13.20,urpwspqabpm.jpg
BLACK FRIDAY,2016-12-26 05:38:14.000+0000,b2d71000-0bf5-11e5-aefa-2761c1c51b4b,"{'en': 'Pfturuumxye', 'es': 'Zyjbzxutbnaf', 'fr': 'Lzuvulamwsp'}",36.70,mpcjkztwb.jpg
BLACK FRIDAY,2016-11-15 02:03:10.000+0000,8051df80-6969-11e5-9f7b-4732a5da9ae0,"{'en': 'Wgdrtfpdght', 'es': 'Lxlyhgr', 'fr': 'Nykzpgbglw'}",23.52,mmmtxzlmki.jpg
BLACK FRIDAY,2016-11-04 17:29:46.000+0000,b10c0380-91b9-11e5-8244-089abed2d2d2,"{'en': 'Khesyaozd', 'es': 'Ybsudpzsfjzoe', 'fr': 'Ppuivpar'}",19.36,pomaibgljx.jpg
BLACK FRIDAY,2016-07-13 20:25:04.000+0000,86c46e00-5f0a-11e5-bf0e-669bc61c9e84,"{'en': 'Fkpujdavhj', 'es': 'Ifhualo', 'fr': 'Eenozvvksur'}",37.33,fxukqaoaf.jpg
BLACK FRIDAY,2016-06-28 23:07:11.000+0000,f41d2100-c0ed-11e5-88ef-3f4bc510e51f,"{'en': 'Angnqk', 'es': 'Xhrorwzn', 'fr': 'Hyuuzrbyeot'}",11.50,dyccdyywvsqx.jpg
BLACK FRIDAY,2016-04-21 17:50:33.000+0000,23dd5080-565e-11e6-9262-ecc9e831c9d3,"{'en': 'Rbgcwhusjckd', 'es': 'Qurqgdgmkzmf', 'fr': 'Lniybrefwhf'}",20.40,twdqwr.jpg
BLACK FRIDAY,2016-03-04 05:22:01.000+0000,3cac2380-0c75-11e6-9189-e52d05b4f2c6,"{'en': 'Cwgvqouaxq', 'es': 'Ltdpvqdypx', 'fr': 'Pnorcpfdsynmv'}",35.24,sgogqj.jpg
BLACK FRIDAY,2016-01-23 16:40:38.000+0000,5da2dd00-b69e-11e4-a3c1-252b115a14f8,"{'en': 'Tsxdzesblrhr', 'es': 'Yytdni', 'fr': 'Hytbdlvawd'}",28.37,dmlqayamrjx.jpg
BLACK FRIDAY,2015-11-17 01:46:02.000+0000,6c377000-1557-11e7-a924-57ef8eecaa17,"{'en': 'Toqmbp', 'es': 'Ukjlosoldwl', 'fr': 'Xnaqcctzcmbf'}",45.32,gvqsrxgemzc.jpg
BLACK FRIDAY,2015-11-12 23:37:28.000+0000,78519a00-fece-11e5-afa9-f60593fe7266,"{'en': 'Yfxkqqm', 'es': 'Bqftfqgyucpov', 'fr': 'Vsvsypqm'}",12.32,igycowpwkpmq.jpg
BLACK FRIDAY,2015-09-30 04:36:36.000+0000,e111ad80-eb97-11e6-ba3a-2865505814a6,"{'en': 'Ileagtdmcqrn', 'es': 'Sysuhgsfgkc', 'fr': 'Rssitnpmgpmh'}",30.02,gsjizcvdw.jpg
VERANO,2017-01-21 22:55:49.000+0000,799d8a00-ef18-11e6-8ac3-83ae8992b59d,"{'en': 'Takyycnp', 'es': 'Crevqwuzv', 'fr': 'Skvietvwqfig'}",21.89,xmrndjbreel.jpg
VERANO,2016-12-27 20:50:43.000+0000,a05d1400-f972-11e4-809c-bcc94e880ed1,"{'en': 'Iizzesdqaa', 'es': 'Uslvroz', 'fr': 'Airnlhhu'}",18.20,eobbcliuryci.jpg
VERANO,2016-11-30 23:11:44.000+0000,37ddb480-3c8d-11e5-bfb8-d953b3e2da69,"{'en': 'Rwhfnmwjvv', 'es': 'Tsxrme', 'fr': 'Ssdqbeqpjou'}",18.73,zbckfy.jpg
VERANO,2016-07-24 18:16:56.000+0000,fa2cc880-4819-11e6-9a06-f358328b13a2,"{'en': 'Myafcll', 'es': 'Nawboxa', 'fr': 'Daubtzjweyfx'}",21.65,bnequuifsnys.jpg
VERANO,2016-07-24 11:53:46.000+0000,2b930300-4c23-11e6-9090-51bca1f46f93,"{'en': 'Nkmixqjmiys', 'es': 'Xjbibuokykys', 'fr': 'Yvnxzrtibl'}",21.06,qswtev.jpg
VERANO,2016-02-27 01:49:45.000+0000,6ca2ef00-9f56-11e6-b309-c8f8ac45a4a4,"{'en': 'Cqgjkzxbjahv', 'es': 'Pxzlvwdgwqqj', 'fr': 'Exwrisb'}",17.08,oiygdohrsu.jpg
VERANO,2015-08-28 08:01:46.000+0000,c0f46600-d175-11e6-af8a-8870a961368a,"{'en': 'Tfeewbmxc', 'es': 'Qgzthkowawkq', 'fr': 'Qcxjdroplygfg'}",15.49,yngsrrd.jpg
VERANO,2015-08-13 19:11:01.000+0000,f2d3b080-b661-11e4-944c-1f9982fd525d,"{'en': 'Riemysr', 'es': 'Flftsygtcprq', 'fr': 'Uzqcsknnfuaa'}",24.03,eqxvvvdumtu.jpg
VERANO,2015-06-15 12:24:17.000+0000,939cac00-08b5-11e6-89f6-2d1c116d989e,"{'en': 'Zgwmdgyirews', 'es': 'Imswlocqzaia', 'fr': 'Lbrffwkr'}",39.31,npsswxjsr.jpg
VERANO,2015-06-14 17:56:57.000+0000,dfb1ff80-0f0f-11e7-8e0f-1be029378808,"{'en': 'Wdutpvaarvl', 'es': 'Prazwsfsomjv', 'fr': 'Eslmmsrtq'}",14.63,qhaqamjxpqgg.jpg
NAVIDAD,2017-03-08 19:01:30.000+0000,9410ed00-15c4-11e7-99bc-b567736e1d6d,"{'en': 'Iqfomfpevca', 'es': 'Aaskrm', 'fr': 'Aipehmcsqr'}",20.14,uiztyvvkwb.jpg
NAVIDAD,2016-09-22 07:55:50.000+0000,b99e6900-1ded-11e6-9673-c938f540054a,"{'en': 'Gnxjfjrecas', 'es': 'Lgikxapve', 'fr': 'Okstgxkang'}",26.72,ltngzkvxigr.jpg
NAVIDAD,2016-09-20 06:13:45.000+0000,35e0d380-d0a7-11e4-9f63-0d398104b025,"{'en': 'Hdqylhkjtn', 'es': 'Vjqdkmtedy', 'fr': 'Qhblxskx'}",13.35,aygfbmrko.jpg
NAVIDAD,2016-08-23 00:29:38.000+0000,5255d800-c9fb-11e5-b9a6-71633a4dd8ab,"{'en': 'Efbhly', 'es': 'Npxkzeslgkn', 'fr': 'Yrkysetzngfcg'}",42.64,spvyonecgxm.jpg
NAVIDAD,2016-02-02 16:37:05.000+0000,4373b000-6da7-11e6-9d28-07600e09f4fa,"{'en': 'Xrtikg', 'es': 'Ggeoqqfi', 'fr': 'Wgkser'}",45.46,bgmerzcha.jpg
NAVIDAD,2015-09-15 23:05:19.000+0000,54ccbc80-bb36-11e5-9d4b-956006a8c68d,"{'en': 'Smbzhuijnjch', 'es': 'Knpefbzudz', 'fr': 'Basnhmj'}",32.94,drnmueqab.jpg
NAVIDAD,2015-06-15 03:25:58.000+0000,692bcf80-6fc8-11e6-9c14-5f5253587281,"{'en': 'Jckuslfwfzv', 'es': 'Pwkbdlbl', 'fr': 'Khojxqgtwlb'}",20.56,ujxlx.jpg
NAVIDAD,2015-05-24 17:38:32.000+0000,a0066600-4404-11e5-ac82-ae406cd0e6c8,"{'en': 'Pautrhkrjhiie', 'es': 'Lptfayvwh', 'fr': 'Qybedqypmbt'}",17.15,wpoyv.jpg
REBAJAS VERANO,2016-12-24 08:47:07.000+0000,62304280-4fab-11e5-9c50-39b236e6516b,"{'en': 'Aeqmtrnuows', 'es': 'Uaxwfknifxwcm', 'fr': 'Goprur'}",23.21,ustsdxdgeqqd.jpg
REBAJAS VERANO,2016-12-02 22:56:08.000+0000,cae3fa80-777b-11e6-9738-b343125580db,"{'en': 'Mqdaweuisvh', 'es': 'Quxnhxr', 'fr': 'Suyyil'}",11.34,yvxilg.jpg
REBAJAS VERANO,2016-11-18 16:40:58.000+0000,bf935300-f0bc-11e6-a458-23b53adc98fa,"{'en': 'Dnaedhsyhkxf', 'es': 'Fholpgqbconqi', 'fr': 'Yeqdfsrtm'}",22.15,rwhzbbr.jpg
REBAJAS VERANO,2016-10-28 23:33:14.000+0000,2fd44e80-833f-11e6-9d64-1fd80ea49503,"{'en': 'Kivclqkpkuhds', 'es': 'Nginacsvb', 'fr': 'Awisnwimtaljm'}",27.75,qbkfzc.jpg
REBAJAS VERANO,2016-09-27 01:18:45.000+0000,e6e35b00-4e09-11e5-8e6f-044cf2bc3283,"{'en': 'Szxvtizahvf', 'es': 'Wnqyqq', 'fr': 'Gumsixescq'}",39.33,yvtyamg.jpg
REBAJAS VERANO,2016-08-27 23:48:38.000+0000,16ca0280-bbf8-11e6-b1fb-d5cab5d26627,"{'en': 'Wmvhxaemobx', 'es': 'Xxcekhfqpxij', 'fr': 'Fssusec'}",41.23,hlnfbwrlhmvy.jpg
REBAJAS VERANO,2016-08-27 15:00:17.000+0000,bb066a80-2123-11e5-b4d8-3eecfc1d94b5,"{'en': 'Sobytpchekph', 'es': 'Utnkefl', 'fr': 'Cyamxcjse'}",32.46,vhubjvl.jpg
REBAJAS VERANO,2016-07-11 04:29:12.000+0000,af88eb00-3187-11e5-b694-c292beae2888,"{'en': 'Bkwsgzfz', 'es': 'Pwepzaxxhm', 'fr': 'Cbvkfmigdzw'}",43.27,lsoijf.jpg
REBAJAS VERANO,2016-07-08 02:19:52.000+0000,7916dd80-88e8-11e5-bcc3-2eea3f4b0271,"{'en': 'Rdhxxdnd', 'es': 'Fmhqdndsaploo', 'fr': 'Tpzrob'}",26.40,vbzse.jpg
REBAJAS VERANO,2016-06-10 21:15:32.000+0000,874dad80-621c-11e6-8a27-fc759d922773,"{'en': 'Sqevenhrmzf', 'es': 'Gfimwdasle', 'fr': 'Scyvpogubzqpk'}",35.34,gkbfhvndeqc.jpg
REBAJAS VERANO,2016-04-03 11:07:19.000+0000,23a35d80-58b2-11e5-be45-8ea58872a947,"{'en': 'Zobpim', 'es': 'Imdxwfatl', 'fr': 'Xlqpqpl'}",22.54,kodijrphv.jpg
REBAJAS VERANO,2015-09-20 01:38:24.000+0000,71b8af00-979c-11e6-8119-33fd12640fa6,"{'en': 'Pbabzpjeicwk', 'es': 'Pcdfwbzn', 'fr': 'Fsnzgptzal'}",34.61,dieust.jpg
REBAJAS VERANO,2015-08-18 23:23:08.000+0000,d6f61080-163b-11e5-862e-d900258a186f,"{'en': 'Fdjzdmkd', 'es': 'Ufsdqvbofm', 'fr': 'Xqilpg'}",28.93,mfvdjx.jpg
REBAJAS VERANO,2015-01-17 16:14:46.000+0000,1e1b6380-d1fd-11e4-936b-a9109c2aa30f,"{'en': 'Zskilqamizjsg', 'es': 'Qymubacrxltxh', 'fr': 'Dxyjgqonbte'}",14.52,fxyic.jpg
REYES,2017-03-07 09:16:17.000+0000,f5f09200-0779-11e6-8850-b263b0132e40,"{'en': 'Etceffoarxpiy', 'es': 'Cvizfdkffvas', 'fr': 'Htfqyfl'}",32.59,ypibyi.jpg
REYES,2017-01-29 07:21:21.000+0000,999bad00-3460-11e6-bfcd-c076867d1cfb,"{'en': 'Rkqijmn', 'es': 'Euwvswuhxqxls', 'fr': 'Knzmpq'}",9.95,tdxrmgkzid.jpg
REYES,2016-11-05 14:13:38.000+0000,d5ac6d80-960c-11e6-91a1-995bbe4f385a,"{'en': 'Wuacfypuj', 'es': 'Aegztzkuoxwex', 'fr': 'Hohplhljm'}",21.15,zeloekpboc.jpg
REYES,2016-10-15 06:42:32.000+0000,06b73980-7de6-11e6-bec8-194c88e9da2b,"{'en': 'Gkgncqxiypkl', 'es': 'Dkdpaki', 'fr': 'Anbxdiqwgw'}",20.67,rvzrjcuihgao.jpg
REYES,2016-08-26 20:57:10.000+0000,cfb55580-a528-11e4-9d07-047953807806,"{'en': 'Bplqkgqcfcj', 'es': 'Ofnvpjxuhrw', 'fr': 'Mbbegkpvuiodz'}",29.36,gksmmabozahu.jpg
REYES,2016-08-14 22:13:57.000+0000,ae002400-333b-11e5-8381-39cbb64d2104,"{'en': 'Hbpynyy', 'es': 'Rlhiygwpyv', 'fr': 'Paihdw'}",12.91,egvfb.jpg
REYES,2016-07-21 06:09:35.000+0000,bb5b8380-9f6c-11e6-b4c2-c6004815a3d9,"{'en': 'Arryglkokwrn', 'es': 'Qmvqdwykb', 'fr': 'Efkjnbotvbpjt'}",35.62,mvxuy.jpg
REYES,2016-04-06 02:21:42.000+0000,ae4e0b00-1168-11e6-9ef2-209a8afd1be9,"{'en': 'Icxkwyoxn', 'es': 'Pqqncysq', 'fr': 'Wiwizvcd'}",14.91,oyrbxdunogo.jpg
REYES,2016-02-03 07:51:33.000+0000,98b17800-6aae-11e6-8c98-1e2a1152da96,"{'en': 'Lvkkqekcaj', 'es': 'Mzskhdo', 'fr': 'Kyxesh'}",33.17,zwhyylzw.jpg
REYES,2016-01-30 05:39:39.000+0000,68ce0180-05f0-11e6-a1c4-18fe29315529,"{'en': 'Glqsbpmdu', 'es': 'Yvmmpj', 'fr': 'Kuxbic'}",32.51,hwvsleh.jpg
REYES,2016-01-20 21:10:27.000+0000,95615700-2720-11e6-a97e-e9ad2cecd7fc,"{'en': 'Tvzwgy', 'es': 'Vkpuxytzy', 'fr': 'Wipsegrtfayum'}",32.49,ynbxe.jpg
REYES,2015-10-20 16:22:34.000+0000,45c9dc00-ca20-11e6-aff9-41ff848969df,"{'en': 'Rqtkrrfm', 'es': 'Ipmtezu', 'fr': 'Gyyneu'}",18.11,cahns.jpg
REYES,2015-10-19 18:42:22.000+0000,77348000-cefb-11e4-922d-5b202761d597,"{'en': 'Sgddyerheg', 'es': 'Yhqixtrktuomo', 'fr': 'Jpupwgcdfpsxv'}",23.13,zpzslfh.jpg
REYES,2015-10-17 11:08:26.000+0000,fb621e00-d2af-11e6-8300-17a2f6785739,"{'en': 'Bcjlcrokiry', 'es': 'Qtnboyv', 'fr': 'Uwldptuvzq'}",18.72,nwofoe.jpg
REYES,2015-09-12 14:37:59.000+0000,936ff500-af2b-11e4-8b86-d32462e7289a,"{'en': 'Ovpxfoxikd', 'es': 'Zvriwn', 'fr': 'Edecvowaq'}",25.16,uyokzl.jpg
REYES,2015-07-10 23:03:02.000+0000,35bc2180-cf60-11e5-9e26-d650f2990c7c,"{'en': 'Tqzrrmhtiaipt', 'es': 'Vpkzxkpi', 'fr': 'Lzkhirvnzewj'}",15.44,nzqkxwl.jpg
REYES,2015-04-14 14:51:10.000+0000,32e79a80-a745-11e6-bc61-14fce9447012,"{'en': 'Hklxunqutfc', 'es': 'Xpxhgiuso', 'fr': 'Ytqknvfkdic'}",34.59,syyqnwmt.jpg
REYES,2015-02-05 09:12:00.000+0000,c2137480-dda7-11e5-8ce2-8243739b73d7,"{'en': 'Gkpjxm', 'es': 'Gihkaodrcnnw', 'fr': 'Uojpzotuajwr'}",21.67,yomlnxysdla.jpg
PASCUA,2017-03-16 13:22:41.000+0000,1e319400-0259-11e7-b15e-6c8537ebd16e,"{'en': 'Ojppoyezi', 'es': 'Zhabln', 'fr': 'Hgomhqmwck'}",11.44,oasidejllu.jpg
PASCUA,2016-11-10 18:36:44.000+0000,ebdd6c00-6f81-11e6-ac5f-f19f27fb34f3,"{'en': 'Dihowd', 'es': 'Depkicgxdfyt', 'fr': 'Aormuwkmssgys'}",29.75,gcabdids.jpg
PASCUA,2016-09-01 03:11:28.000+0000,0d82e700-0e1a-11e6-af15-5b6b280f05fa,"{'en': 'Ggcmcrbvwy', 'es': 'Ixwimweubo', 'fr': 'Hwpslrq'}",36.51,qkkjigu.jpg
PASCUA,2016-04-19 04:54:37.000+0000,e3dbd980-1a2f-11e6-bcb1-c1bd91b1e760,"{'en': 'Rigeaewjdcx', 'es': 'Ibdjkodsapxn', 'fr': 'Ljlspgh'}",33.25,yqltnplzii.jpg
PASCUA,2016-01-17 00:09:59.000+0000,70b9f880-d288-11e6-b126-0535e17ec5c9,"{'en': 'Knarpxh', 'es': 'Jfbetecpdher', 'fr': 'Sjglgylukc'}",40.49,ivhbrgcca.jpg
PASCUA,2015-12-09 22:18:58.000+0000,62bc5180-34b2-11e5-92bf-d6f1562e0041,"{'en': 'Gthgdyn', 'es': 'Fxchxejocfh', 'fr': 'Idalalio'}",29.89,xgkatueveu.jpg
PASCUA,2015-12-08 13:36:58.000+0000,43fa6580-6756-11e5-831c-0e7497a78dc9,"{'en': 'Subrjzid', 'es': 'Kjtzongahmgvl', 'fr': 'Nisnvnjuv'}",35.59,vxpnzwgwt.jpg
PASCUA,2015-12-04 07:12:39.000+0000,a5b5a100-8bee-11e6-86d5-e38632a7a2f3,"{'en': 'Xsqndrpaiv', 'es': 'Ammbtlllo', 'fr': 'Qltlar'}",39.93,rddaxhikks.jpg
PASCUA,2015-11-26 07:52:00.000+0000,ba23a880-0150-11e7-bb19-0c0012efbe30,"{'en': 'Styygn', 'es': 'Kmvhhhfaaifw', 'fr': 'Vkjjptxrxifcs'}",14.95,oitugviuq.jpg
PASCUA,2015-08-08 10:01:19.000+0000,ee7be980-6b97-11e5-8207-b31dacfeed77,"{'en': 'Jtxyliimztjo', 'es': 'Dlvoltjq', 'fr': 'Grihbztgpkar'}",34.71,lujde.jpg
PASCUA,2015-07-15 23:35:56.000+0000,c65f7c80-d327-11e5-b92d-7e1171d66ccb,"{'en': 'Hhrtleygt', 'es': 'Mlzmmxbaqcmsd', 'fr': 'Zrtyvpi'}",43.87,zincljs.jpg
PASCUA,2015-07-03 19:41:46.000+0000,ec70c200-773a-11e6-b5b1-122f4b2a2426,"{'en': 'Bfmyhpg', 'es': 'Gcdwgwpfzl', 'fr': 'Nqxbgmsa'}",11.09,mcyuufn.jpg
PASCUA,2015-02-18 15:19:29.000+0000,1dbbd780-71e4-11e5-aa5a-08dc3492ac1a,"{'en': 'Khmnrfb', 'es': 'Forigfkhxf', 'fr': 'Qghoicb'}",36.09,ktdazql.jpg
PASCUA,2015-01-21 12:10:21.000+0000,eca6a080-934f-11e4-9fb6-a0bce7c5347a,"{'en': 'Dyoujekxngk', 'es': 'Hitreug', 'fr': 'Yhgfbseubzs'}",17.33,nflsa.jpg
